Daylight temperature [K],Night temperature [K],Heater power [W],Radiator Surface Area [m²],Emmissivity [-],Absorptivity [-]
305.86,268.84,5,9.6,0.19,0.25
305.86,268.84,10,9.6,0.19,0.25
305.86,268.84,15,9.6,0.19,0.25
305.86,268.84,20,9.6,0.19,0.25
305.86,268.84,25,9.6,0.19,0.25
305.86,268.84,30,9.6,0.19,0.25
305.86,268.84,35,9.6,0.19,0.25
305.27,268.84,0,9.8,0.19,0.25
305.27,268.84,5,9.8,0.19,0.25
305.27,268.84,10,9.8,0.19,0.25
305.27,268.84,15,9.8,0.19,0.25
305.27,268.84,20,9.8,0.19,0.25
305.27,268.84,25,9.8,0.19,0.25
305.27,268.84,30,9.8,0.19,0.25
305.27,268.84,35,9.8,0.19,0.25
310.76,267.25,0,8.0,0.195,0.25
310.76,267.25,5,8.0,0.195,0.25
310.76,267.25,10,8.0,0.195,0.25
310.76,267.25,15,8.0,0.195,0.25
310.76,267.25,20,8.0,0.195,0.25
310.76,267.25,25,8.0,0.195,0.25
310.76,267.25,30,8.0,0.195,0.25
310.76,267.25,35,8.0,0.195,0.25
310.03,267.25,0,8.2,0.195,0.25
310.03,267.25,5,8.2,0.195,0.25
310.03,267.25,10,8.2,0.195,0.25
310.03,267.25,15,8.2,0.195,0.25
310.03,267.25,20,8.2,0.195,0.25
310.03,267.25,25,8.2,0.195,0.25
310.03,267.25,30,8.2,0.195,0.25
310.03,267.25,35,8.2,0.195,0.25
309.32,267.25,0,8.4,0.195,0.25
309.32,267.25,5,8.4,0.195,0.25
309.32,267.25,10,8.4,0.195,0.25
309.32,267.25,15,8.4,0.195,0.25
309.32,267.25,20,8.4,0.195,0.25
309.32,267.25,25,8.4,0.195,0.25
309.32,267.25,30,8.4,0.195,0.25
309.32,267.25,35,8.4,0.195,0.25
308.64,267.25,0,8.6,0.195,0.25
308.64,267.25,5,8.6,0.195,0.25
308.64,267.25,10,8.6,0.195,0.25
308.64,267.25,15,8.6,0.195,0.25
308.64,267.25,20,8.6,0.195,0.25
308.64,267.25,25,8.6,0.195,0.25
308.64,267.25,30,8.6,0.195,0.25
308.64,267.25,35,8.6,0.195,0.25
307.97,267.25,0,8.8,0.195,0.25
307.97,267.25,5,8.8,0.195,0.25
307.97,267.25,10,8.8,0.195,0.25
307.97,267.25,15,8.8,0.195,0.25
307.97,267.25,20,8.8,0.195,0.25
307.97,267.25,25,8.8,0.195,0.25
307.97,267.25,30,8.8,0.195,0.25
307.97,267.25,35,8.8,0.195,0.25
307.32,267.25,0,9.0,0.195,0.25
307.32,267.25,5,9.0,0.195,0.25
307.32,267.25,10,9.0,0.195,0.25
307.32,267.25,15,9.0,0.195,0.25
307.32,267.25,20,9.0,0.195,0.25
307.32,267.25,25,9.0,0.195,0.25
307.32,267.25,30,9.0,0.195,0.25
307.32,267.25,35,9.0,0.195,0.25
306.69,267.25,0,9.2,0.195,0.25
306.69,267.25,5,9.2,0.195,0.25
306.69,267.25,10,9.2,0.195,0.25
306.69,267.25,15,9.2,0.195,0.25
306.69,267.25,20,9.2,0.195,0.25
306.69,267.25,25,9.2,0.195,0.25
306.69,267.25,30,9.2,0.195,0.25
306.69,267.25,35,9.2,0.195,0.25
306.08,267.25,0,9.4,0.195,0.25
306.08,267.25,5,9.4,0.195,0.25
306.08,267.25,10,9.4,0.195,0.25
306.08,267.25,15,9.4,0.195,0.25
306.08,267.25,20,9.4,0.195,0.25
306.08,267.25,25,9.4,0.195,0.25
306.08,267.25,30,9.4,0.195,0.25
306.08,267.25,35,9.4,0.195,0.25
305.49,267.25,0,9.6,0.195,0.25
305.49,267.25,5,9.6,0.195,0.25
305.49,267.25,10,9.6,0.195,0.25
305.49,267.25,15,9.6,0.195,0.25
305.49,267.25,20,9.6,0.195,0.25
305.49,267.25,25,9.6,0.195,0.25
305.49,267.25,30,9.6,0.195,0.25
305.49,267.25,35,9.6,0.195,0.25
304.91,267.25,0,9.8,0.195,0.25
304.91,267.25,5,9.8,0.195,0.25
304.91,267.25,10,9.8,0.195,0.25
304.91,267.25,15,9.8,0.195,0.25
304.91,267.25,20,9.8,0.195,0.25
304.91,267.25,25,9.8,0.195,0.25
304.91,267.25,30,9.8,0.195,0.25
304.91,267.25,35,9.8,0.195,0.25
310.75,308.66,0,8.4,0.105,0.21
310.75,308.66,5,8.4,0.105,0.21
310.75,308.66,10,8.4,0.105,0.21
310.75,308.66,15,8.4,0.105,0.21
310.75,308.66,20,8.4,0.105,0.21
310.75,308.66,25,8.4,0.105,0.21
310.75,308.66,30,8.4,0.105,0.21
310.75,308.66,35,8.4,0.105,0.21
309.96,308.66,0,8.6,0.105,0.21
309.96,308.66,5,8.6,0.105,0.21
309.96,308.66,10,8.6,0.105,0.21
309.96,308.66,15,8.6,0.105,0.21
309.96,308.66,20,8.6,0.105,0.21
309.96,308.66,25,8.6,0.105,0.21
309.96,308.66,30,8.6,0.105,0.21
309.96,308.66,35,8.6,0.105,0.21
309.21,308.66,0,8.8,0.105,0.21
309.21,308.66,5,8.8,0.105,0.21
309.21,308.66,10,8.8,0.105,0.21
309.21,308.66,15,8.8,0.105,0.21
309.21,308.66,20,8.8,0.105,0.21
309.21,308.66,25,8.8,0.105,0.21
309.21,308.66,30,8.8,0.105,0.21
309.21,308.66,35,8.8,0.105,0.21
308.47,308.66,0,9.0,0.105,0.21
308.47,308.66,5,9.0,0.105,0.21
308.47,308.66,10,9.0,0.105,0.21
308.47,308.66,15,9.0,0.105,0.21
308.47,308.66,20,9.0,0.105,0.21
308.47,308.66,25,9.0,0.105,0.21
308.47,308.66,30,9.0,0.105,0.21
308.47,308.66,35,9.0,0.105,0.21
307.77,308.66,0,9.2,0.105,0.21
307.77,308.66,5,9.2,0.105,0.21
307.77,308.66,10,9.2,0.105,0.21
307.77,308.66,15,9.2,0.105,0.21
307.77,308.66,20,9.2,0.105,0.21
307.77,308.66,25,9.2,0.105,0.21
307.77,308.66,30,9.2,0.105,0.21
307.77,308.66,35,9.2,0.105,0.21
307.08,308.66,0,9.4,0.105,0.21
307.08,308.66,5,9.4,0.105,0.21
307.08,308.66,10,9.4,0.105,0.21
307.08,308.66,15,9.4,0.105,0.21
307.08,308.66,20,9.4,0.105,0.21
307.08,308.66,25,9.4,0.105,0.21
307.08,308.66,30,9.4,0.105,0.21
307.08,308.66,35,9.4,0.105,0.21
306.41,308.66,0,9.6,0.105,0.21
306.41,308.66,5,9.6,0.105,0.21
306.41,308.66,10,9.6,0.105,0.21
306.41,308.66,15,9.6,0.105,0.21
306.41,308.66,20,9.6,0.105,0.21
306.41,308.66,25,9.6,0.105,0.21
306.41,308.66,30,9.6,0.105,0.21
306.41,308.66,35,9.6,0.105,0.21
305.76,308.66,0,9.8,0.105,0.21
305.76,308.66,5,9.8,0.105,0.21
305.76,308.66,10,9.8,0.105,0.21
305.76,308.66,15,9.8,0.105,0.21
305.76,308.66,20,9.8,0.105,0.21
305.76,308.66,25,9.8,0.105,0.21
305.76,308.66,30,9.8,0.105,0.21
305.76,308.66,35,9.8,0.105,0.21
311.08,305.28,0,8.2,0.11,0.21
311.08,305.28,5,8.2,0.11,0.21
311.08,305.28,10,8.2,0.11,0.21
311.08,305.28,15,8.2,0.11,0.21
311.08,305.28,20,8.2,0.11,0.21
311.08,305.28,25,8.2,0.11,0.21
311.08,305.28,30,8.2,0.11,0.21
311.08,305.28,35,8.2,0.11,0.21
310.28,305.28,0,8.4,0.11,0.21
310.28,305.28,5,8.4,0.11,0.21
310.28,305.28,10,8.4,0.11,0.21
310.28,305.28,15,8.4,0.11,0.21
310.28,305.28,20,8.4,0.11,0.21
310.28,305.28,25,8.4,0.11,0.21
310.28,305.28,30,8.4,0.11,0.21
310.28,305.28,35,8.4,0.11,0.21
309.51,305.28,0,8.6,0.11,0.21
309.51,305.28,5,8.6,0.11,0.21
309.51,305.28,10,8.6,0.11,0.21
309.51,305.28,15,8.6,0.11,0.21
309.51,305.28,20,8.6,0.11,0.21
309.51,305.28,25,8.6,0.11,0.21
309.51,305.28,30,8.6,0.11,0.21
309.51,305.28,35,8.6,0.11,0.21
308.76,305.28,0,8.8,0.11,0.21
308.76,305.28,5,8.8,0.11,0.21
308.76,305.28,10,8.8,0.11,0.21
308.76,305.28,15,8.8,0.11,0.21
308.76,305.28,20,8.8,0.11,0.21
308.76,305.28,25,8.8,0.11,0.21
308.76,305.28,30,8.8,0.11,0.21
308.76,305.28,35,8.8,0.11,0.21
308.04,305.28,0,9.0,0.11,0.21
308.04,305.28,5,9.0,0.11,0.21
308.04,305.28,10,9.0,0.11,0.21
308.04,305.28,15,9.0,0.11,0.21
308.04,305.28,20,9.0,0.11,0.21
308.04,305.28,25,9.0,0.11,0.21
308.04,305.28,30,9.0,0.11,0.21
308.04,305.28,35,9.0,0.11,0.21
307.34,305.28,0,9.2,0.11,0.21
307.34,305.28,5,9.2,0.11,0.21
307.34,305.28,10,9.2,0.11,0.21
307.34,305.28,15,9.2,0.11,0.21
307.34,305.28,20,9.2,0.11,0.21
307.34,305.28,25,9.2,0.11,0.21
307.34,305.28,30,9.2,0.11,0.21
307.34,305.28,35,9.2,0.11,0.21
306.66,305.28,0,9.4,0.11,0.21
306.66,305.28,5,9.4,0.11,0.21
306.66,305.28,10,9.4,0.11,0.21
306.66,305.28,15,9.4,0.11,0.21
306.66,305.28,20,9.4,0.11,0.21
306.66,305.28,25,9.4,0.11,0.21
306.66,305.28,30,9.4,0.11,0.21
306.66,305.28,35,9.4,0.11,0.21
306.0,305.28,0,9.6,0.11,0.21
306.0,305.28,5,9.6,0.11,0.21
306.0,305.28,10,9.6,0.11,0.21
306.0,305.28,15,9.6,0.11,0.21
306.0,305.28,20,9.6,0.11,0.21
306.0,305.28,25,9.6,0.11,0.21
306.0,305.28,30,9.6,0.11,0.21
306.0,305.28,35,9.6,0.11,0.21
305.37,305.28,0,9.8,0.11,0.21
305.37,305.28,5,9.8,0.11,0.21
305.37,305.28,10,9.8,0.11,0.21
305.37,305.28,15,9.8,0.11,0.21
305.37,305.28,20,9.8,0.11,0.21
305.37,305.28,25,9.8,0.11,0.21
305.37,305.28,30,9.8,0.11,0.21
305.37,305.28,35,9.8,0.11,0.21
310.61,302.09,0,8.2,0.115,0.21
310.61,302.09,5,8.2,0.115,0.21
310.61,302.09,10,8.2,0.115,0.21
310.61,302.09,15,8.2,0.115,0.21
310.61,302.09,20,8.2,0.115,0.21
310.61,302.09,25,8.2,0.115,0.21
310.61,302.09,30,8.2,0.115,0.21
310.61,302.09,35,8.2,0.115,0.21
309.82,302.09,0,8.4,0.115,0.21
309.82,302.09,5,8.4,0.115,0.21
309.82,302.09,10,8.4,0.115,0.21
309.82,302.09,15,8.4,0.115,0.21
309.82,302.09,20,8.4,0.115,0.21
309.82,302.09,25,8.4,0.115,0.21
309.82,302.09,30,8.4,0.115,0.21
309.82,302.09,35,8.4,0.115,0.21
309.06,302.09,0,8.6,0.115,0.21
309.06,302.09,5,8.6,0.115,0.21
309.06,302.09,10,8.6,0.115,0.21
309.06,302.09,15,8.6,0.115,0.21
309.06,302.09,20,8.6,0.115,0.21
309.06,302.09,25,8.6,0.115,0.21
309.06,302.09,30,8.6,0.115,0.21
309.06,302.09,35,8.6,0.115,0.21
308.32,302.09,0,8.8,0.115,0.21
308.32,302.09,5,8.8,0.115,0.21
308.32,302.09,10,8.8,0.115,0.21
308.32,302.09,15,8.8,0.115,0.21
308.32,302.09,20,8.8,0.115,0.21
308.32,302.09,25,8.8,0.115,0.21
308.32,302.09,30,8.8,0.115,0.21
308.32,302.09,35,8.8,0.115,0.21
307.61,302.09,0,9.0,0.115,0.21
307.61,302.09,5,9.0,0.115,0.21
307.61,302.09,10,9.0,0.115,0.21
307.61,302.09,15,9.0,0.115,0.21
307.61,302.09,20,9.0,0.115,0.21
307.61,302.09,25,9.0,0.115,0.21
307.61,302.09,30,9.0,0.115,0.21
307.61,302.09,35,9.0,0.115,0.21
306.92,302.09,0,9.2,0.115,0.21
306.92,302.09,5,9.2,0.115,0.21
306.92,302.09,10,9.2,0.115,0.21
306.92,302.09,15,9.2,0.115,0.21
306.92,302.09,20,9.2,0.115,0.21
306.92,302.09,25,9.2,0.115,0.21
306.92,302.09,30,9.2,0.115,0.21
306.92,302.09,35,9.2,0.115,0.21
306.25,302.09,0,9.4,0.115,0.21
306.25,302.09,5,9.4,0.115,0.21
306.25,302.09,10,9.4,0.115,0.21
306.25,302.09,15,9.4,0.115,0.21
306.25,302.09,20,9.4,0.115,0.21
306.25,302.09,25,9.4,0.115,0.21
306.25,302.09,30,9.4,0.115,0.21
306.25,302.09,35,9.4,0.115,0.21
305.6,302.09,0,9.6,0.115,0.21
305.6,302.09,5,9.6,0.115,0.21
305.6,302.09,10,9.6,0.115,0.21
305.6,302.09,15,9.6,0.115,0.21
305.6,302.09,20,9.6,0.115,0.21
305.6,302.09,25,9.6,0.115,0.21
305.6,302.09,30,9.6,0.115,0.21
305.6,302.09,35,9.6,0.115,0.21
304.97,302.09,0,9.8,0.115,0.21
304.97,302.09,5,9.8,0.115,0.21
304.97,302.09,10,9.8,0.115,0.21
304.97,302.09,15,9.8,0.115,0.21
304.97,302.09,20,9.8,0.115,0.21
304.97,302.09,25,9.8,0.115,0.21
304.97,302.09,30,9.8,0.115,0.21
304.97,302.09,35,9.8,0.115,0.21
310.94,299.07,0,8.0,0.12,0.21
310.94,299.07,5,8.0,0.12,0.21
310.94,299.07,10,8.0,0.12,0.21
310.94,299.07,15,8.0,0.12,0.21
310.94,299.07,20,8.0,0.12,0.21
310.94,299.07,25,8.0,0.12,0.21
310.94,299.07,30,8.0,0.12,0.21
310.94,299.07,35,8.0,0.12,0.21
310.14,299.07,0,8.2,0.12,0.21
310.14,299.07,5,8.2,0.12,0.21
310.14,299.07,10,8.2,0.12,0.21
310.14,299.07,15,8.2,0.12,0.21
310.14,299.07,20,8.2,0.12,0.21
310.14,299.07,25,8.2,0.12,0.21
310.14,299.07,30,8.2,0.12,0.21
310.14,299.07,35,8.2,0.12,0.21
309.37,299.07,0,8.4,0.12,0.21
309.37,299.07,5,8.4,0.12,0.21
309.37,299.07,10,8.4,0.12,0.21
309.37,299.07,15,8.4,0.12,0.21
309.37,299.07,20,8.4,0.12,0.21
309.37,299.07,25,8.4,0.12,0.21
309.37,299.07,30,8.4,0.12,0.21
309.37,299.07,35,8.4,0.12,0.21
308.62,299.07,0,8.6,0.12,0.21
308.62,299.07,5,8.6,0.12,0.21
308.62,299.07,10,8.6,0.12,0.21
308.62,299.07,15,8.6,0.12,0.21
308.62,299.07,20,8.6,0.12,0.21
308.62,299.07,25,8.6,0.12,0.21
308.62,299.07,30,8.6,0.12,0.21
308.62,299.07,35,8.6,0.12,0.21
307.89,299.07,0,8.8,0.12,0.21
307.89,299.07,5,8.8,0.12,0.21
307.89,299.07,10,8.8,0.12,0.21
307.89,299.07,15,8.8,0.12,0.21
307.89,299.07,20,8.8,0.12,0.21
307.89,299.07,25,8.8,0.12,0.21
307.89,299.07,30,8.8,0.12,0.21
307.89,299.07,35,8.8,0.12,0.21
307.18,299.07,0,9.0,0.12,0.21
307.18,299.07,5,9.0,0.12,0.21
307.18,299.07,10,9.0,0.12,0.21
307.18,299.07,15,9.0,0.12,0.21
307.18,299.07,20,9.0,0.12,0.21
307.18,299.07,25,9.0,0.12,0.21
307.18,299.07,30,9.0,0.12,0.21
307.18,299.07,35,9.0,0.12,0.21
306.5,299.07,0,9.2,0.12,0.21
306.5,299.07,5,9.2,0.12,0.21
306.5,299.07,10,9.2,0.12,0.21
306.5,299.07,15,9.2,0.12,0.21
306.5,299.07,20,9.2,0.12,0.21
306.5,299.07,25,9.2,0.12,0.21
306.5,299.07,30,9.2,0.12,0.21
306.5,299.07,35,9.2,0.12,0.21
305.84,299.07,0,9.4,0.12,0.21
305.84,299.07,5,9.4,0.12,0.21
305.84,299.07,10,9.4,0.12,0.21
305.84,299.07,15,9.4,0.12,0.21
305.84,299.07,20,9.4,0.12,0.21
305.84,299.07,25,9.4,0.12,0.21
305.84,299.07,30,9.4,0.12,0.21
305.84,299.07,35,9.4,0.12,0.21
305.2,299.07,0,9.6,0.12,0.21
305.2,299.07,5,9.6,0.12,0.21
305.2,299.07,10,9.6,0.12,0.21
305.2,299.07,15,9.6,0.12,0.21
305.2,299.07,20,9.6,0.12,0.21
305.2,299.07,25,9.6,0.12,0.21
305.2,299.07,30,9.6,0.12,0.21
305.2,299.07,35,9.6,0.12,0.21
304.58,299.07,0,9.8,0.12,0.21
304.58,299.07,5,9.8,0.12,0.21
304.58,299.07,10,9.8,0.12,0.21
304.58,299.07,15,9.8,0.12,0.21
304.58,299.07,20,9.8,0.12,0.21
304.58,299.07,25,9.8,0.12,0.21
304.58,299.07,30,9.8,0.12,0.21
304.58,299.07,35,9.8,0.12,0.21
310.47,296.21,0,8.0,0.125,0.21
310.47,296.21,5,8.0,0.125,0.21
310.47,296.21,10,8.0,0.125,0.21
310.47,296.21,15,8.0,0.125,0.21
310.47,296.21,20,8.0,0.125,0.21
310.47,296.21,25,8.0,0.125,0.21
310.47,296.21,30,8.0,0.125,0.21
310.47,296.21,35,8.0,0.125,0.21
309.68,296.21,0,8.2,0.125,0.21
309.68,296.21,5,8.2,0.125,0.21
309.68,296.21,10,8.2,0.125,0.21
309.68,296.21,15,8.2,0.125,0.21
309.68,296.21,20,8.2,0.125,0.21
309.68,296.21,25,8.2,0.125,0.21
309.68,296.21,30,8.2,0.125,0.21
309.68,296.21,35,8.2,0.125,0.21
308.91,296.21,0,8.4,0.125,0.21
308.91,296.21,5,8.4,0.125,0.21
308.91,296.21,10,8.4,0.125,0.21
308.91,296.21,15,8.4,0.125,0.21
308.91,296.21,20,8.4,0.125,0.21
308.91,296.21,25,8.4,0.125,0.21
308.91,296.21,30,8.4,0.125,0.21
308.91,296.21,35,8.4,0.125,0.21
308.17,296.21,0,8.6,0.125,0.21
308.17,296.21,5,8.6,0.125,0.21
308.17,296.21,10,8.6,0.125,0.21
308.17,296.21,15,8.6,0.125,0.21
308.17,296.21,20,8.6,0.125,0.21
308.17,296.21,25,8.6,0.125,0.21
308.17,296.21,30,8.6,0.125,0.21
308.17,296.21,35,8.6,0.125,0.21
307.46,296.21,0,8.8,0.125,0.21
307.46,296.21,5,8.8,0.125,0.21
307.46,296.21,10,8.8,0.125,0.21
307.46,296.21,15,8.8,0.125,0.21
307.46,296.21,20,8.8,0.125,0.21
307.46,296.21,25,8.8,0.125,0.21
307.46,296.21,30,8.8,0.125,0.21
307.46,296.21,35,8.8,0.125,0.21
306.76,296.21,0,9.0,0.125,0.21
306.76,296.21,5,9.0,0.125,0.21
306.76,296.21,10,9.0,0.125,0.21
306.76,296.21,15,9.0,0.125,0.21
306.76,296.21,20,9.0,0.125,0.21
306.76,296.21,25,9.0,0.125,0.21
306.76,296.21,30,9.0,0.125,0.21
306.76,296.21,35,9.0,0.125,0.21
306.09,296.21,0,9.2,0.125,0.21
306.09,296.21,5,9.2,0.125,0.21
306.09,296.21,10,9.2,0.125,0.21
306.09,296.21,15,9.2,0.125,0.21
306.09,296.21,20,9.2,0.125,0.21
306.09,296.21,25,9.2,0.125,0.21
306.09,296.21,30,9.2,0.125,0.21
306.09,296.21,35,9.2,0.125,0.21
305.44,296.21,0,9.4,0.125,0.21
305.44,296.21,5,9.4,0.125,0.21
305.44,296.21,10,9.4,0.125,0.21
305.44,296.21,15,9.4,0.125,0.21
305.44,296.21,20,9.4,0.125,0.21
305.44,296.21,25,9.4,0.125,0.21
305.44,296.21,30,9.4,0.125,0.21
305.44,296.21,35,9.4,0.125,0.21
304.8,296.21,0,9.6,0.125,0.21
304.8,296.21,5,9.6,0.125,0.21
304.8,296.21,10,9.6,0.125,0.21
304.8,296.21,15,9.6,0.125,0.21
304.8,296.21,20,9.6,0.125,0.21
304.8,296.21,25,9.6,0.125,0.21
304.8,296.21,30,9.6,0.125,0.21
304.8,296.21,35,9.6,0.125,0.21
304.19,296.21,0,9.8,0.125,0.21
304.19,296.21,5,9.8,0.125,0.21
304.19,296.21,10,9.8,0.125,0.21
304.19,296.21,15,9.8,0.125,0.21
304.19,296.21,20,9.8,0.125,0.21
304.19,296.21,25,9.8,0.125,0.21
304.19,296.21,30,9.8,0.125,0.21
304.19,296.21,35,9.8,0.125,0.21
310.8,293.5,0,7.8,0.13,0.21
310.8,293.5,5,7.8,0.13,0.21
310.8,293.5,10,7.8,0.13,0.21
310.8,293.5,15,7.8,0.13,0.21
310.8,293.5,20,7.8,0.13,0.21
310.8,293.5,25,7.8,0.13,0.21
310.8,293.5,30,7.8,0.13,0.21
310.8,293.5,35,7.8,0.13,0.21
310.0,293.5,0,8.0,0.13,0.21
310.0,293.5,5,8.0,0.13,0.21
310.0,293.5,10,8.0,0.13,0.21
310.0,293.5,15,8.0,0.13,0.21
310.0,293.5,20,8.0,0.13,0.21
310.0,293.5,25,8.0,0.13,0.21
310.0,293.5,30,8.0,0.13,0.21
310.0,293.5,35,8.0,0.13,0.21
309.22,293.5,0,8.2,0.13,0.21
309.22,293.5,5,8.2,0.13,0.21
309.22,293.5,10,8.2,0.13,0.21
309.22,293.5,15,8.2,0.13,0.21
309.22,293.5,20,8.2,0.13,0.21
309.22,293.5,25,8.2,0.13,0.21
309.22,293.5,30,8.2,0.13,0.21
309.22,293.5,35,8.2,0.13,0.21
308.46,293.5,0,8.4,0.13,0.21
308.46,293.5,5,8.4,0.13,0.21
308.46,293.5,10,8.4,0.13,0.21
308.46,293.5,15,8.4,0.13,0.21
308.46,293.5,20,8.4,0.13,0.21
308.46,293.5,25,8.4,0.13,0.21
308.46,293.5,30,8.4,0.13,0.21
308.46,293.5,35,8.4,0.13,0.21
307.73,293.5,0,8.6,0.13,0.21
307.73,293.5,5,8.6,0.13,0.21
307.73,293.5,10,8.6,0.13,0.21
307.73,293.5,15,8.6,0.13,0.21
307.73,293.5,20,8.6,0.13,0.21
307.73,293.5,25,8.6,0.13,0.21
307.73,293.5,30,8.6,0.13,0.21
307.73,293.5,35,8.6,0.13,0.21
307.03,293.5,0,8.8,0.13,0.21
307.03,293.5,5,8.8,0.13,0.21
307.03,293.5,10,8.8,0.13,0.21
307.03,293.5,15,8.8,0.13,0.21
307.03,293.5,20,8.8,0.13,0.21
307.03,293.5,25,8.8,0.13,0.21
307.03,293.5,30,8.8,0.13,0.21
307.03,293.5,35,8.8,0.13,0.21
306.34,293.5,0,9.0,0.13,0.21
306.34,293.5,5,9.0,0.13,0.21
306.34,293.5,10,9.0,0.13,0.21
306.34,293.5,15,9.0,0.13,0.21
306.34,293.5,20,9.0,0.13,0.21
306.34,293.5,25,9.0,0.13,0.21
306.34,293.5,30,9.0,0.13,0.21
306.34,293.5,35,9.0,0.13,0.21
305.68,293.5,0,9.2,0.13,0.21
305.68,293.5,5,9.2,0.13,0.21
305.68,293.5,10,9.2,0.13,0.21
305.68,293.5,15,9.2,0.13,0.21
305.68,293.5,20,9.2,0.13,0.21
305.68,293.5,25,9.2,0.13,0.21
305.68,293.5,30,9.2,0.13,0.21
305.68,293.5,35,9.2,0.13,0.21
305.03,293.5,0,9.4,0.13,0.21
305.03,293.5,5,9.4,0.13,0.21
305.03,293.5,10,9.4,0.13,0.21
305.03,293.5,15,9.4,0.13,0.21
305.03,293.5,20,9.4,0.13,0.21
305.03,293.5,25,9.4,0.13,0.21
305.03,293.5,30,9.4,0.13,0.21
305.03,293.5,35,9.4,0.13,0.21
304.41,293.5,0,9.6,0.13,0.21
304.41,293.5,5,9.6,0.13,0.21
304.41,293.5,10,9.6,0.13,0.21
304.41,293.5,15,9.6,0.13,0.21
304.41,293.5,20,9.6,0.13,0.21
304.41,293.5,25,9.6,0.13,0.21
304.41,293.5,30,9.6,0.13,0.21
304.41,293.5,35,9.6,0.13,0.21
303.8,293.5,0,9.8,0.13,0.21
303.8,293.5,5,9.8,0.13,0.21
303.8,293.5,10,9.8,0.13,0.21
303.8,293.5,15,9.8,0.13,0.21
303.8,293.5,20,9.8,0.13,0.21
303.8,293.5,25,9.8,0.13,0.21
303.8,293.5,30,9.8,0.13,0.21
303.8,293.5,35,9.8,0.13,0.21
311.15,290.92,0,7.6,0.135,0.21
311.15,290.92,5,7.6,0.135,0.21
311.15,290.92,10,7.6,0.135,0.21
311.15,290.92,15,7.6,0.135,0.21
311.15,290.92,20,7.6,0.135,0.21
311.15,290.92,25,7.6,0.135,0.21
311.15,290.92,30,7.6,0.135,0.21
311.15,290.92,35,7.6,0.135,0.21
310.33,290.92,0,7.8,0.135,0.21
310.33,290.92,5,7.8,0.135,0.21
310.33,290.92,10,7.8,0.135,0.21
310.33,290.92,15,7.8,0.135,0.21
310.33,290.92,20,7.8,0.135,0.21
310.33,290.92,25,7.8,0.135,0.21
310.33,290.92,30,7.8,0.135,0.21
310.33,290.92,35,7.8,0.135,0.21
309.53,290.92,0,8.0,0.135,0.21
309.53,290.92,5,8.0,0.135,0.21
309.53,290.92,10,8.0,0.135,0.21
309.53,290.92,15,8.0,0.135,0.21
309.53,290.92,20,8.0,0.135,0.21
309.53,290.92,25,8.0,0.135,0.21
309.53,290.92,30,8.0,0.135,0.21
309.53,290.92,35,8.0,0.135,0.21
308.76,290.92,0,8.2,0.135,0.21
308.76,290.92,5,8.2,0.135,0.21
308.76,290.92,10,8.2,0.135,0.21
308.76,290.92,15,8.2,0.135,0.21
308.76,290.92,20,8.2,0.135,0.21
308.76,290.92,25,8.2,0.135,0.21
308.76,290.92,30,8.2,0.135,0.21
308.76,290.92,35,8.2,0.135,0.21
308.02,290.92,0,8.4,0.135,0.21
308.02,290.92,5,8.4,0.135,0.21
308.02,290.92,10,8.4,0.135,0.21
308.02,290.92,15,8.4,0.135,0.21
308.02,290.92,20,8.4,0.135,0.21
308.02,290.92,25,8.4,0.135,0.21
308.02,290.92,30,8.4,0.135,0.21
308.02,290.92,35,8.4,0.135,0.21
307.3,290.92,0,8.6,0.135,0.21
307.3,290.92,5,8.6,0.135,0.21
307.3,290.92,10,8.6,0.135,0.21
307.3,290.92,15,8.6,0.135,0.21
307.3,290.92,20,8.6,0.135,0.21
307.3,290.92,25,8.6,0.135,0.21
307.3,290.92,30,8.6,0.135,0.21
307.3,290.92,35,8.6,0.135,0.21
306.6,290.92,0,8.8,0.135,0.21
306.6,290.92,5,8.8,0.135,0.21
306.6,290.92,10,8.8,0.135,0.21
306.6,290.92,15,8.8,0.135,0.21
306.6,290.92,20,8.8,0.135,0.21
306.6,290.92,25,8.8,0.135,0.21
306.6,290.92,30,8.8,0.135,0.21
306.6,290.92,35,8.8,0.135,0.21
305.92,290.92,0,9.0,0.135,0.21
305.92,290.92,5,9.0,0.135,0.21
305.92,290.92,10,9.0,0.135,0.21
305.92,290.92,15,9.0,0.135,0.21
305.92,290.92,20,9.0,0.135,0.21
305.92,290.92,25,9.0,0.135,0.21
305.92,290.92,30,9.0,0.135,0.21
305.92,290.92,35,9.0,0.135,0.21
305.27,290.92,0,9.2,0.135,0.21
305.27,290.92,5,9.2,0.135,0.21
305.27,290.92,10,9.2,0.135,0.21
305.27,290.92,15,9.2,0.135,0.21
305.27,290.92,20,9.2,0.135,0.21
305.27,290.92,25,9.2,0.135,0.21
305.27,290.92,30,9.2,0.135,0.21
305.27,290.92,35,9.2,0.135,0.21
304.63,290.92,0,9.4,0.135,0.21
304.63,290.92,5,9.4,0.135,0.21
304.63,290.92,10,9.4,0.135,0.21
304.63,290.92,15,9.4,0.135,0.21
304.63,290.92,20,9.4,0.135,0.21
304.63,290.92,25,9.4,0.135,0.21
304.63,290.92,30,9.4,0.135,0.21
304.63,290.92,35,9.4,0.135,0.21
304.02,290.92,0,9.6,0.135,0.21
304.02,290.92,5,9.6,0.135,0.21
